percentile,threshold_high,min_area,kernel_size,iterations,distance_thresh,F1,IoU,Precision,Recall
97,0.44672155,100,9,2,8,0.7149596894591131,0.5563714099818232,0.655999999999281,0.7855643044609113
97,0.44672155,0,9,2,10,0.7131230925733507,0.5541501976279717,0.6262656343055129,0.8279527559044253
97,0.44672155,10,9,2,10,0.7131230925733507,0.5541501976279717,0.6262656343055129,0.8279527559044253
97,0.44672155,20,9,2,10,0.7131230925733507,0.5541501976279717,0.6262656343055129,0.8279527559044253
97,0.44672155,30,9,2,10,0.7131230925733507,0.5541501976279717,0.6262656343055129,0.8279527559044253
97,0.44672155,40,9,2,10,0.7131230925733507,0.5541501976279717,0.6262656343055129,0.8279527559044253
97,0.44672155,50,9,2,10,0.7131230925733507,0.5541501976279717,0.6262656343055129,0.8279527559044253
97,0.44672155,75,9,2,10,0.7131230925733507,0.5541501976279717,0.6262656343055129,0.8279527559044253
97,0.44672155,100,9,2,10,0.7131230925733507,0.5541501976279717,0.6262656343055129,0.8279527559044253
97,0.44672155,0,9,2,8,0.7112220043957042,0.5518576564943746,0.6497340714201131,0.7855643044609113
97,0.44672155,10,9,2,8,0.7112220043957042,0.5518576564943746,0.6497340714201131,0.7855643044609113
97,0.44672155,20,9,2,8,0.7112220043957042,0.5518576564943746,0.6497340714201131,0.7855643044609113
97,0.44672155,30,9,2,8,0.7112220043957042,0.5518576564943746,0.6497340714201131,0.7855643044609113
97,0.44672155,40,9,2,8,0.7112220043957042,0.5518576564943746,0.6497340714201131,0.7855643044609113
97,0.44672155,50,9,2,8,0.7112220043957042,0.5518576564943746,0.6497340714201131,0.7855643044609113
97,0.44672155,75,9,2,8,0.7112220043957042,0.5518576564943746,0.6497340714201131,0.7855643044609113
97,0.44672155,100,9,2,7,0.7101458268689357,0.5505628788602419,0.6735726898167468,0.7509186351696182
97,0.44672155,0,9,2,7,0.7065942207948218,0.5463051365280253,0.6672108208947444,0.7509186351696182
97,0.44672155,10,9,2,7,0.7065942207948218,0.5463051365280253,0.6672108208947444,0.7509186351696182
97,0.44672155,20,9,2,7,0.7065942207948218,0.5463051365280253,0.6672108208947444,0.7509186351696182
97,0.44672155,30,9,2,7,0.7065942207948218,0.5463051365280253,0.6672108208947444,0.7509186351696182
97,0.44672155,40,9,2,7,0.7065942207948218,0.5463051365280253,0.6672108208947444,0.7509186351696182
97,0.44672155,50,9,2,7,0.7065942207948218,0.5463051365280253,0.6672108208947444,0.7509186351696182
97,0.44672155,75,9,2,7,0.7065942207948218,0.5463051365280253,0.6672108208947444,0.7509186351696182
98,0.48975855,0,9,2,10,0.7062919975560743,0.5459439040508585,0.6606857142849591,0.758661417321839
98,0.48975855,10,9,2,10,0.7062919975560743,0.5459439040508585,0.6606857142849591,0.758661417321839
98,0.48975855,20,9,2,10,0.7062919975560743,0.5459439040508585,0.6606857142849591,0.758661417321839
98,0.48975855,30,9,2,10,0.7062919975560743,0.5459439040508585,0.6606857142849591,0.758661417321839
98,0.48975855,40,9,2,10,0.7062919975560743,0.5459439040508585,0.6606857142849591,0.758661417321839
98,0.48975855,50,9,2,10,0.7062919975560743,0.5459439040508585,0.6606857142849591,0.758661417321839
98,0.48975855,75,9,2,10,0.7062919975560743,0.5459439040508585,0.6606857142849591,0.758661417321839
98,0.48975855,100,9,2,10,0.7062919975560743,0.5459439040508585,0.6606857142849591,0.758661417321839
96,0.41199085,0,9,2,7,0.7055045871555587,0.5450035435856263,0.6264765784107673,0.8073490813637699
96,0.41199085,10,9,2,7,0.7055045871555587,0.5450035435856263,0.6264765784107673,0.8073490813637699
96,0.41199085,20,9,2,7,0.7055045871555587,0.5450035435856263,0.6264765784107673,0.8073490813637699
96,0.41199085,30,9,2,7,0.7055045871555587,0.5450035435856263,0.6264765784107673,0.8073490813637699
96,0.41199085,40,9,2,7,0.7055045871555587,0.5450035435856263,0.6264765784107673,0.8073490813637699
96,0.41199085,50,9,2,7,0.7055045871555587,0.5450035435856263,0.6264765784107673,0.8073490813637699
96,0.41199085,75,9,2,7,0.7055045871555587,0.5450035435856263,0.6264765784107673,0.8073490813637699
96,0.41199085,100,9,2,7,0.7055045871555587,0.5450035435856263,0.6264765784107673,0.8073490813637699
97,0.44672155,100,7,2,7,0.7045068828960308,0.5438136826777837,0.6760767281931763,0.7354330708651766
97,0.44672155,75,9,2,6,0.7027198779863353,0.5416870774953054,0.6812469196640202,0.7255905511801501
97,0.44672155,100,9,2,6,0.7027198779863353,0.5416870774953054,0.6812469196640202,0.7255905511801501
94,0.35266426,0,5,2,6,0.7019082882365697,0.5407231876421443,0.6201308505278106,0.8085301837259731
94,0.35266426,0,9,1,6,0.7019082882365697,0.5407231876421443,0.6201308505278106,0.8085301837259731
94,0.35266426,10,5,2,6,0.7019082882365697,0.5407231876421443,0.6201308505278106,0.8085301837259731
94,0.35266426,10,9,1,6,0.7019082882365697,0.5407231876421443,0.6201308505278106,0.8085301837259731
94,0.35266426,20,5,2,6,0.7019082882365697,0.5407231876421443,0.6201308505278106,0.8085301837259731
94,0.35266426,20,9,1,6,0.7019082882365697,0.5407231876421443,0.6201308505278106,0.8085301837259731
94,0.35266426,30,5,2,6,0.7019082882365697,0.5407231876421443,0.6201308505278106,0.8085301837259731
