percentile,threshold_high,min_area,kernel_size,iterations,distance_thresh,F1,IoU,Precision,Recall
90,0.36654967,0,5,2,10,0.2163830270023978,0.12131698132404391,0.14047492781795975,0.47077409162624256
90,0.36654967,0,9,1,10,0.2163830270023978,0.12131698132404391,0.14047492781795975,0.47077409162624256
90,0.36654967,10,5,2,10,0.2163830270023978,0.12131698132404391,0.14047492781795975,0.47077409162624256
90,0.36654967,10,9,1,10,0.2163830270023978,0.12131698132404391,0.14047492781795975,0.47077409162624256
90,0.36654967,20,5,2,10,0.2163830270023978,0.12131698132404391,0.14047492781795975,0.47077409162624256
90,0.36654967,20,9,1,10,0.2163830270023978,0.12131698132404391,0.14047492781795975,0.47077409162624256
90,0.36654967,30,5,2,10,0.2163830270023978,0.12131698132404391,0.14047492781795975,0.47077409162624256
90,0.36654967,30,9,1,10,0.2163830270023978,0.12131698132404391,0.14047492781795975,0.47077409162624256
90,0.36654967,40,5,2,10,0.2163830270023978,0.12131698132404391,0.14047492781795975,0.47077409162624256
90,0.36654967,40,9,1,10,0.2163830270023978,0.12131698132404391,0.14047492781795975,0.47077409162624256
90,0.36654967,50,5,2,10,0.2163830270023978,0.12131698132404391,0.14047492781795975,0.47077409162624256
90,0.36654967,50,9,1,10,0.2163830270023978,0.12131698132404391,0.14047492781795975,0.47077409162624256
90,0.36654967,75,5,2,10,0.2163830270023978,0.12131698132404391,0.14047492781795975,0.47077409162624256
90,0.36654967,75,9,1,10,0.2163830270023978,0.12131698132404391,0.14047492781795975,0.47077409162624256
90,0.36654967,100,5,2,10,0.2163830270023978,0.12131698132404391,0.14047492781795975,0.47077409162624256
90,0.36654967,100,9,1,10,0.2163830270023978,0.12131698132404391,0.14047492781795975,0.47077409162624256
92,0.41370806,0,5,2,10,0.21250518361507048,0.11888436356131417,0.13859005949868466,0.45537124802437723
92,0.41370806,0,9,1,10,0.21250518361507048,0.11888436356131417,0.13859005949868466,0.45537124802437723
92,0.41370806,10,5,2,10,0.21250518361507048,0.11888436356131417,0.13859005949868466,0.45537124802437723
92,0.41370806,10,9,1,10,0.21250518361507048,0.11888436356131417,0.13859005949868466,0.45537124802437723
92,0.41370806,20,5,2,10,0.21250518361507048,0.11888436356131417,0.13859005949868466,0.45537124802437723
92,0.41370806,20,9,1,10,0.21250518361507048,0.11888436356131417,0.13859005949868466,0.45537124802437723
92,0.41370806,30,5,2,10,0.21250518361507048,0.11888436356131417,0.13859005949868466,0.45537124802437723
92,0.41370806,30,9,1,10,0.21250518361507048,0.11888436356131417,0.13859005949868466,0.45537124802437723
92,0.41370806,40,5,2,10,0.21250518361507048,0.11888436356131417,0.13859005949868466,0.45537124802437723
92,0.41370806,40,9,1,10,0.21250518361507048,0.11888436356131417,0.13859005949868466,0.45537124802437723
92,0.41370806,50,5,2,10,0.21250518361507048,0.11888436356131417,0.13859005949868466,0.45537124802437723
92,0.41370806,50,9,1,10,0.21250518361507048,0.11888436356131417,0.13859005949868466,0.45537124802437723
92,0.41370806,75,5,2,10,0.21250518361507048,0.11888436356131417,0.13859005949868466,0.45537124802437723
92,0.41370806,75,9,1,10,0.21250518361507048,0.11888436356131417,0.13859005949868466,0.45537124802437723
92,0.41370806,100,5,2,10,0.21250518361507048,0.11888436356131417,0.13859005949868466,0.45537124802437723
92,0.41370806,100,9,1,10,0.21250518361507048,0.11888436356131417,0.13859005949868466,0.45537124802437723
90,0.36654967,0,5,2,8,0.2089314940377793,0.11665187196484954,0.13687886771635507,0.44115323854573235
90,0.36654967,0,9,1,8,0.2089314940377793,0.11665187196484954,0.13687886771635507,0.44115323854573235
90,0.36654967,10,5,2,8,0.2089314940377793,0.11665187196484954,0.13687886771635507,0.44115323854573235
90,0.36654967,10,9,1,8,0.2089314940377793,0.11665187196484954,0.13687886771635507,0.44115323854573235
90,0.36654967,20,5,2,8,0.2089314940377793,0.11665187196484954,0.13687886771635507,0.44115323854573235
90,0.36654967,20,9,1,8,0.2089314940377793,0.11665187196484954,0.13687886771635507,0.44115323854573235
90,0.36654967,30,5,2,8,0.2089314940377793,0.11665187196484954,0.13687886771635507,0.44115323854573235
90,0.36654967,30,9,1,8,0.2089314940377793,0.11665187196484954,0.13687886771635507,0.44115323854573235
90,0.36654967,40,5,2,8,0.2089314940377793,0.11665187196484954,0.13687886771635507,0.44115323854573235
90,0.36654967,40,9,1,8,0.2089314940377793,0.11665187196484954,0.13687886771635507,0.44115323854573235
90,0.36654967,50,5,2,8,0.2089314940377793,0.11665187196484954,0.13687886771635507,0.44115323854573235
90,0.36654967,50,9,1,8,0.2089314940377793,0.11665187196484954,0.13687886771635507,0.44115323854573235
90,0.36654967,75,5,2,8,0.2089314940377793,0.11665187196484954,0.13687886771635507,0.44115323854573235
90,0.36654967,75,9,1,8,0.2089314940377793,0.11665187196484954,0.13687886771635507,0.44115323854573235
90,0.36654967,100,5,2,8,0.2089314940377793,0.11665187196484954,0.13687886771635507,0.44115323854573235
90,0.36654967,100,9,1,8,0.2089314940377793,0.11665187196484954,0.13687886771635507,0.44115323854573235
92,0.41370806,0,9,2,10,0.20785238172646403,0.11597949834439335,0.13085977482081326,0.5049368088457643
92,0.41370806,10,9,2,10,0.20785238172646403,0.11597949834439335,0.13085977482081326,0.5049368088457643
